Position Title,Category,Duration,Key Programming & Technical Skills,Position ID,Deadline,City,Country
Summer 2026 Co-op: WiSE Full Stack Software Developer (4 months),Software Development / Engineering,"{
	  ""@context"" : ""http://schema.org/"",
	  ""description"" : ""At CGI we are committed to investing in the next generation of women leaders. Diversity of thought and experience are integral to pushing the boundaries of emerging technologies. Join our WiSE (Women in STEM Excel) co-op program designed specifically to prepare and equip future women leaders through mentorship, vast networking opportunities and professional development workshops.<br /><br />The WiSE program accelerates the development of future women leaders by providing a customized experience for participants:<br /><br />• Participate in a week of onboarding and integration activities starting on your first day at CGI, activities include:<br />- Business etiquette workshop<br />- Foundations of business consulting workshops<br />- Developing your elevator pitch workshop<br />- Networking with peers across Canada<br /><br />• Exposure to leaders through interactive sessions and a 1:1 mentorship with a CGI woman leader<br /><br />• Obtain the ScaledAgile SAFe for Teams Certification: Technical Skills Agility (ScaledAgile)SAFe for Teams will teach you all about your role on an Agile team and how agile teams work with others as part of an agile release train. Members learn how to plan and execute work, how to apply Scaled Agile Framework® and Agile principles, and how to continuously improve<br /><br />• Expand your network by participating in national and local social activities with other co-ops<br /><br />• Develop your own learning plan by leveraging our e-learning platform<br /><br />• Participate in professional development workshops focused on soft skill development<br /><br />• Participate in an AI hackathon where the top team wins a grand prize<br /><br />• Fast track to future new grad opportunities at CGI<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application : January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Montréal"",
	      ""addressRegion"" : ""SK"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Montréal,Canada
Summer 2026 Co-op: WiSE Desktop Support Technician (8 months),Service Desk / End User Services,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: WiSE Desktop Support Technician (8 )"",
	  ""description"" : ""The Desktop Technician is part of the GTO Canada End User Services team.<br />The partner will be responsible for the set up and support of desktop and laptop equipment for our client.<br /><br />At CGI we are committed to investing in the next generation of women leaders. Diversity of thought and experience are integral to pushing the boundaries of emerging technologies. Join our WiSE (Women in STEM Excel) co-op program designed specifically to prepare and equip future women leaders through mentorship, vast networking opportunities and professional development workshops.<br /><br />The WiSE program accelerates the development of future women leaders by providing a customized experience for participants:<br /><br />• Participate in a week of onboarding and integration activities starting on your first day at CGI, activities include:<br />- Business etiquette workshop<br />- Foundations of business consulting workshops<br />- Developing your elevator pitch workshop<br />- Networking with peers across Canada<br /><br />• Exposure to leaders through interactive sessions and a 1:1 mentorship with a CGI woman leader<br /><br />• Obtain the ScaledAgile SAFe for Teams Certification: Technical Skills Agility (ScaledAgile)SAFe for Teams will teach you all about your role on an Agile team and how agile teams work with others as part of an agile release train. Members learn how to plan and execute work, how to apply Scaled Agile Framework® and Agile principles, and how to continuously improve<br /><br />• Expand your network by participating in national and local social activities with other co-ops<br /><br />• Develop your own learning plan by leveraging our e-learning platform<br /><br />• Participate in professional development workshops focused on soft skill development<br /><br />• Participate in an AI hackathon where the top team wins a grand prize<br /><br />• Fast track to future new grad opportunities at CGI<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application Deadline: January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Montréal"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Customer Service & Support ; Team Player ; Windows 10,J0126-0313,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: WiSE Desktop Support Technician (8 months)"",
	  ""description"" : ""The Desktop Technician is part of the GTO Canada End User Services team.<br />The partner will be responsible for the set up and support of desktop and laptop equipment for our client.<br /><br />At CGI we are committed to investing in the next generation of women leaders. Diversity of thought and experience are integral to pushing the boundaries of emerging technologies. Join our WiSE (Women in STEM Excel) co-op program designed specifically to prepare and equip future women leaders through mentorship, vast networking opportunities and professional development workshops.<br /><br />The WiSE program accelerates the development of future women leaders by providing a customized experience for participants:<br /><br />• Participate in a week of onboarding and integration activities starting on your first day at CGI, activities include:<br />- Business etiquette workshop<br />- Foundations of business consulting workshops<br />- Developing your elevator pitch workshop<br />- Networking with peers across Canada<br /><br />• Exposure to leaders through interactive sessions and a 1:1 mentorship with a CGI woman leader<br /><br />• Obtain the ScaledAgile SAFe for Teams Certification: Technical Skills Agility (ScaledAgile)SAFe for Teams will teach you all about your role on an Agile team and how agile teams work with others as part of an agile release train. Members learn how to plan and execute work, how to apply Scaled Agile Framework® and Agile principles, and how to continuously improve<br /><br />• Expand your network by participating in national and local social activities with other co-ops<br /><br />• Develop your own learning plan by leveraging our e-learning platform<br /><br />• Participate in professional development workshops focused on soft skill development<br /><br />• Participate in an AI hackathon where the top team wins a grand prize<br /><br />• Fast track to future new grad opportunities at CGI<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application : January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Montréal"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Montréal,Canada
Summer 2026 Co-op: Developer (4 months),Software Development / Engineering,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Developer (4 )"",
	  ""description"" : ""CGI offers a great opportunity for students to work with different teams in our company. The ideal candidate will work, assist, and support their teams in important tasks.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application Deadline: January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Montréal"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Angular ; Java ; JavaScript ; SQL,J0126-0315,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Developer (4 months)"",
	  ""description"" : ""CGI offers a great opportunity for students to work with different teams in our company. The ideal candidate will work, assist, and support their teams in important tasks.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application : January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Montréal"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Montréal,Canada
Summer 2026 Co-op: .NET Developer (3 months),Software Development / Engineering,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: .NET Developer (3 )"",
	  ""description"" : ""CGI is looking for enthusiastic and talented students for our .NET Developer Intern position for Summer 2026. As an intern, you will be called upon to support our business units and help deliver excellent service to our clients. The successful candidate will have the opportunity to showcase a strong academic background, combined with an ambitious entrepreneurial spirit and a passion for working closely with CGI leaders.<br /><br />To foster collaboration and partnership with clients, interns will be required to work on-site several times per week.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application Deadline: February 13th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-02-13"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Saguenay"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",.NET ; ASP.NET ; C# ; CSS ; HTML ; JavaScript ; MVC ; XML,J0126-0324,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: .NET Developer (3 months)"",
	  ""description"" : ""CGI is looking for enthusiastic and talented students for our .NET Developer Intern position for Summer 2026. As an intern, you will be called upon to support our business units and help deliver excellent service to our clients. The successful candidate will have the opportunity to showcase a strong academic background, combined with an ambitious entrepreneurial spirit and a passion for working closely with CGI leaders.<br /><br />To foster collaboration and partnership with clients, interns will be required to work on-site several times per week.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application : February 13th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-02-13"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Saguenay"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Saguenay,Canada
Summer 2026 Co-op: SAP ABAP Developer (4 months),Software Development / Engineering,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: SAP ABAP Developer (4 )"",
	  ""description"" : ""CGI is looking for enthusiastic and talented students for our SAP Developer Intern position for Summer 2026. As an intern, you will be called upon to support our team at the Global Delivery Center in Saguenay and contribute to delivering excellent service to our clients. <br />The selected candidate will have the opportunity to showcase a strong academic background, combined with an ambitious entrepreneurial spirit and a passion for working closely with CGI leaders.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application Deadline: January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Saguenay"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Analytical Thinking ; Problem Solving/DecisionMaking ; Team Player,J0126-0401,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: SAP ABAP Developer (4 months)"",
	  ""description"" : ""CGI is looking for enthusiastic and talented students for our SAP Developer Intern position for Summer 2026. As an intern, you will be called upon to support our team at the Global Delivery Center in Saguenay and contribute to delivering excellent service to our clients. <br />The selected candidate will have the opportunity to showcase a strong academic background, combined with an ambitious entrepreneurial spirit and a passion for working closely with CGI leaders.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application : January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Saguenay"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Saguenay,Canada
Summer 2026 Co-op: Programmer (4 months),Software Development / Engineering,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Programmer (4 )"",
	  ""description"" : ""CGI offers an excellent opportunity for students to work with various teams across our company. The ideal candidate will work with, assist, and support their teams in important tasks.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application Deadline: January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Shawinigan"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Back End Development ; Python ; SQL,J0126-0402,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: Programmer (4 months)"",
	  ""description"" : ""CGI offers an excellent opportunity for students to work with various teams across our company. The ideal candidate will work with, assist, and support their teams in important tasks.<br /><br />Perks of being a CGI Co-op:<br /><br />The co-op program was designed to help students improve their skills and explore their professional interests through hands-on experience and professional guidance, while also helping them develop core competencies. As an intern, you have access to:<br /><br />• Professional development sessions<br />• Professional development platform<br />• Networking events with colleagues and leaders<br />• Mentorship from leaders and colleagues aimed at setting and achieving your career goals<br /><br /><strong>Start Date: May 4th, 2026</strong><br /><strong>Application : January 30th, 2026</strong><br /><br />CGI is providing a reasonable estimate of the pay range for this role. The determination of this range includes factors such as skill set level, geographic market, experience and training, and licenses and certifications. Compensation decisions depend on the facts and circumstances of each case. A reasonable estimate of the current range is $18-32/hour. This role is an existing vacancy."",
	  ""identifier"": {
	    ""@type"": ""PropertyValue"",
	    ""name"": ""CGI"",
	    ""value"": ""21001""
	  },
	  ""datePosted"" : ""2026-01-12"",

	  ""validThrough"" : ""2026-01-30"",

	  ""employmentType"" : ""OTHER"",
	  ""hiringOrganization"" : {
	    ""@type"" : ""Organization"",
	    ""name"" : ""CGI"",
	    ""sameAs"" : ""http://www.cgi.com"",
	    ""logo"" : ""https://cgi.njoyn.com/corp/xweb/clientfiles/cgi/logo3.png""
	  },
	  ""jobLocation"" : {
	    ""@type"" : ""Place"",
	    ""address"" : {
	      ""@type"" : ""PostalAddress"",
	      ""streetAddress"" : """",
	      ""addressLocality"" : ""Shawinigan"",
	      ""addressRegion"" : ""QC"",
	      ""postalCode"" : """",
	      ""addressCountry"": ""CA ""
	    }
	  }
	  
	}",Shawinigan,Canada
Summer 2026 Co-op: WiSE Desktop Technician (4 months),Service Desk / End User Services,"{
	  ""@context"" : ""http://schema.org/"",
	  ""@type"" : ""JobPosting"",
	  ""title"" : ""Summer 2026 Co-op: WiSE Desktop Technician (4 )"",
